teamName,season,sport,headCoach,date,opponent,result,attendance
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/01/2019, Cincinnati,W 1-0 ,761
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/08/2019, Colorado Col.,L 1-3 ,326
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/08/2019, Air Force,,
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/12/2019, Oakland,W 3-1 ,223
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/15/2019, Kansas,L 0-2 ,255
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/20/2019, Loyola Chicago,L 1-4 ,220
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/28/2019, Kent St.,T 3-3 (2 OT),100
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,09/29/2019, Ohio,W 1-0 ,101
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/04/2019, Central Mich.,W 1-0 ,295
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/06/2019, Eastern Mich.,L 2-3 ,275
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/10/2019, Miami (OH),W 2-0 ,117
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/13/2019, Ball St.,L 1-2 (2 OT),224
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/18/2019, Akron,W 2-1 ,0
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/20/2019, Buffalo,L 1-2 (1 OT),295
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/24/2019, Toledo,W 1-0 ,120
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/27/2019, Bowling Green,L 0-1 ,175
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,10/31/2019, Northern Ill.,W 2-1 ,84
Western Mich. Broncos,2019-20,Women's Soccer,Sammy Boateng,11/03/2019,#6 Ohio,L 0-2 ,207
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,11/08/2019, Michigan,L 55-76 ,"2,568"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,11/14/2019, Kentucky St.,W 80-41 ,750
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,11/20/2019, Detroit Mercy,W 82-67 ,710
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,11/24/2019, Fla. Atlantic,L 79-80 ,765
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,11/29/2019, UTEP,L 46-76 ,756
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,11/30/2019, New Mexico St.,W 79-76 ,788
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,12/08/2019, UIC,W 80-52 ,521
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,12/14/2019, Chicago St.,W 90-69 ,389
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,12/21/2019, Denver,W 79-70 ,100
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,12/22/2019, Stony Brook,L 47-50 ,245
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,12/30/2019, Loyola Chicago,W 70-60 ,337
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/04/2020, Toledo,W 84-72 ,975
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/08/2020, Akron,W 56-51 ,705
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/11/2020, Kent St.,L 63-75 ,"1,052"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/15/2020, Ohio,W 73-72 ,650
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/18/2020, Central Mich.,L 70-80 ,900
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/22/2020, Bowling Green,L 63-72 ,"1,377"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,01/25/2020, Akron,W 79-71 ,815
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/01/2020, Ball St.,L 65-68 ,"5,238"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/03/2020, Miami (OH),L 67-70 ,302
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/08/2020, Eastern Mich.,L 79-83 ,750
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/12/2020, Buffalo,W 74-62 ,675
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/15/2020, Northern Ill.,W 68-65 ,483
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/19/2020, Bowling Green,W 69-55 ,635
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/22/2020, Toledo,W 70-58 ,"5,051"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/26/2020, Central Mich.,L 60-76 ,"2,268"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,02/29/2020, Northern Ill.,W 63-50 ,925
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,03/04/2020, Eastern Mich.,W 53-49 ,"1,141"
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,03/07/2020, Ball St.,L 63-64 (1 OT),825
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,03/09/2020,#12 Bowling Green,W 84-67 ,460
Western Mich. Broncos,2019-20,Women's Basketball,Shane Clipfell,03/11/2020,#4 Ohio,L 75-84 ,960
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,11/09/2019, UNI,L 50-61 ,"1,829"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,11/11/2019, Oral Roberts,L 66-79 ,"1,170"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,11/17/2019, Southern U.,W 69-63 ,"1,712"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,11/20/2019, Louisiana Tech,W 88-80 ,"1,180"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,11/25/2019, Houston Baptist,W 59-42 ,"1,406"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,11/30/2019, Oklahoma,W 88-83 ,"2,336"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/04/2019, Missouri St.,L 55-68 ,"2,064"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/07/2019, Eastern Mich.,W 63-52 ,"1,738"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/14/2019, Creighton,L 46-56 ,743
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/16/2019, Ark.-Pine Bluff,W 100-50 ,"1,173"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/20/2019, Montana St.,W 66-64 ,100
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/21/2019, Virginia Tech,L 63-84 ,100
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,12/30/2019, Grambling,W 77-65 ,"1,797"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/02/2020, UConn,L 55-83 ,"7,550"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/05/2020, Tulane,L 56-61 ,"1,703"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/12/2020, East Carolina,W 61-53 ,704
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/15/2020, Tulsa,W 57-46 ,"1,464"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/19/2020, Temple,W 72-70 ,"1,582"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/22/2020, South Fla.,L 50-56 ,"1,556"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/25/2020, Houston,L 56-64 (1 OT),"1,381"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,01/29/2020, SMU,L 44-64 ,695
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/01/2020, East Carolina,W 57-55 ,"1,953"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/05/2020, Temple,W 85-75 ,"1,116"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/12/2020, Memphis,L 60-69 ,"1,342"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/16/2020, Tulane,W 69-68 ,506
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/19/2020, SMU,L 67-72 ,"1,359"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/23/2020, Tulsa,W 70-61 ,"1,398"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,02/29/2020, Cincinnati,L 54-75 ,"2,436"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,03/02/2020, UCF,L 50-95 ,"3,491"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,03/06/2020,#10 Houston,W 72-64 ,"4,400"
Wichita St. Shockers,2019-20,Women's Basketball,Keitha Adams,03/07/2020,#2 UCF,L 32-65 ,"4,860"
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,08/22/2019, George Washington,W 2-0 ,0
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,08/25/2019, South Carolina,L 0-3 ,"4,017"
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,08/29/2019, Liberty,L 2-4 ,605
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/01/2019, Northwestern,L 1-2 ,389
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/05/2019, High Point,W 1-0 ,268
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/08/2019, Fairleigh Dickinson,T 1-1 (2 OT),249
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/12/2019, Virginia,L 1-8 ,"1,234"
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/15/2019, Old Dominion,L 0-5 ,457
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/22/2019, Princeton,L 0-1 ,468
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/26/2019, James Madison,T 2-2 (2 OT),349
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,09/29/2019, Towson,W 2-1 ,189
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/03/2019, Elon,L 2-3 (2 OT),612
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/06/2019, Delaware,L 0-1 (2 OT),282
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/10/2019, UNCW,L 0-1 ,687
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/13/2019, Northeastern,L 1-2 ,115
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/19/2019, Drexel,W 2-1 (1 OT),573
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/24/2019, Col. of Charleston,W 1-0 ,416
William & Mary Tribe,2019-20,Women's Soccer,Julie Shackford,10/27/2019, Hofstra,L 1-2 ,0
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/05/2019, Army West Point,W 77-65 ,649
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/09/2019, UMES,W 78-50 ,517
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/12/2019, East Carolina,W 78-68 ,706
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/20/2019, Richmond,L 73-76 ,468
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/23/2019, UMBC,W 76-48 ,486
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/26/2019, Hartford,W 61-44 ,"2,882"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,11/30/2019, Delaware St.,W 73-52 ,165
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,12/05/2019, Old Dominion,L 58-69 ,684
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,12/08/2019, VCU,W 69-55 ,567
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,12/20/2019, Norfolk St.,W 65-56 ,463
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,12/29/2019, George Washington,W 63-51 ,718
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/03/2020, James Madison,L 70-84 ,"1,933"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/05/2020, Towson,W 83-75 ,278
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/10/2020, UNCW,L 55-72 ,607
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/12/2020, Col. of Charleston,W 85-60 ,730
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/17/2020, Hofstra,W 66-53 ,"2,579"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/19/2020, Northeastern,L 55-61 ,367
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/24/2020, Delaware,W 68-58 ,906
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/26/2020, Drexel,L 54-61 ,813
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,01/31/2020, Elon,W 84-77 ,398
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/07/2020, Col. of Charleston,W 80-74 ,"1,801"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/09/2020, UNCW,W 63-55 ,"1,084"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/14/2020, Northeastern,W 80-64 ,636
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/16/2020, Hofstra,W 71-42 ,"1,032"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/21/2020, Drexel,L 74-84 (1 OT),627
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/23/2020, Delaware,W 78-60 ,"1,357"
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,02/28/2020, Elon,W 74-61 ,795
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,03/05/2020, Towson,W 66-62 ,731
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,03/07/2020, James Madison,L 53-67 ,752
William & Mary Tribe,2019-20,Women's Basketball,Ed Swanson,03/12/2020,#6 Delaware,,
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,08/25/2019, Davidson,L 0-2 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,08/31/2019, Wofford,L 2-3 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,09/04/2019, Col. of Charleston,L 1-4 ,112
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,09/12/2019, South Carolina St.,W 5-1 ,50
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,09/15/2019, ETSU,W 1-0 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,09/21/2019, Radford,L 0-1 ,463
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,09/25/2019, Gardner-Webb,L 1-3 ,414
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,09/28/2019, Campbell,T 1-1 (2 OT),0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/02/2019, Charleston So.,W 4-1 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/05/2019, Longwood,W 1-0 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/09/2019, Presbyterian,W 2-0 ,138
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/12/2019, Hampton,W 4-1 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/19/2019, High Point,L 0-3 ,401
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/23/2019, UNC Asheville,W 2-0 ,0
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,10/26/2019, USC Upstate,W 3-0 ,375
Winthrop Eagles,2019-20,Women's Soccer,Spencer Smith,11/01/2019,#4 Gardner-Webb,L 1-2 ,307
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,11/09/2019, Iona,L 61-68 ,331
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,11/12/2019, N.C. Central,W 56-46 ,486
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,11/20/2019, Old Dominion,L 44-68 ,"5,935"
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,11/23/2019, Wofford,L 59-60 ,75
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,11/26/2019, Ga. Southern,L 47-91 ,211
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,12/01/2019, Col. of Charleston,L 73-84 ,284
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,12/11/2019, Kentucky,L 36-91 ,"3,779"
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,12/17/2019, UNCW,W 75-63 ,"5,100"
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,12/21/2019, Western Caro.,W 63-60 ,238
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,12/28/2019, Hampton,W 72-66 ,394
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,12/31/2019, High Point,W 69-63 ,217
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/06/2020, Gardner-Webb,L 59-71 ,509
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/09/2020, USC Upstate,W 52-38 ,305
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/11/2020, Presbyterian,W 61-54 ,303
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/14/2020, Campbell,L 47-63 ,777
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/18/2020, Radford,L 53-54 ,582
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/21/2020, Longwood,W 74-63 ,244
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/25/2020, Charleston So.,W 58-53 ,331
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,01/28/2020, UNC Asheville,L 43-50 ,212
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/01/2020, High Point,L 61-94 ,598
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/04/2020, Charleston So.,W 56-46 ,175
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/11/2020, Hampton,L 48-62 ,"2,223"
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/15/2020, UNC Asheville,L 55-65 ,"2,122"
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/18/2020, Campbell,L 58-61 ,211
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/22/2020, Gardner-Webb,L 49-54 ,221
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/25/2020, Longwood,W 63-60 ,582
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,02/29/2020, Radford,L 50-56 ,194
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,03/04/2020, Presbyterian,L 54-88 ,297
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,03/07/2020, USC Upstate,L 59-66 ,231
Winthrop Eagles,2019-20,Women's Basketball,Lynette Woodard,03/10/2020,#10 USC Upstate,L 57-60 ,188
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,08/22/2019, UCF,W 1-0 ,203
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,08/25/2019, Florida St.,L 0-1 (1 OT),716
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,08/29/2019, Marquette,W 1-0 (1 OT),0
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/01/2019, Butler,W 2-1 (1 OT),782
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/05/2019, Loyola Chicago,T 1-1 (2 OT),384
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/08/2019, Green Bay,W 2-0 ,562
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/14/2019, UCLA,L 0-1 ,613
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/20/2019, Maryland,W 3-0 ,556
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/22/2019, Rutgers,W 2-1 (1 OT),718
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,09/29/2019, Penn St.,W 1-0 ,412
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/03/2019, Michigan,W 2-0 ,"1,042"
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/06/2019, Purdue,W 1-0 ,891
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/11/2019, Minnesota,W 1-0 ,0
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/17/2019, Iowa,T 2-2 (2 OT),385
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/20/2019, Nebraska,W 2-0 ,502
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/24/2019, Illinois,W 1-0 ,0
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/27/2019, Northwestern,W 3-1 ,732
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,10/30/2019, Ohio St.,W 2-1 ,146
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,11/03/2019,#8 Purdue,L 0-1 ,0
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,11/15/2019, Milwaukee,W 1-0 ,829
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,11/22/2019, Duke,W 1-0 ,0
Wisconsin Badgers,2019-20,Women's Soccer,Paula Wilkins,11/24/2019, UCLA,L 0-2 ,"1,187"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/05/2019, North Florida,W 75-62 ,"3,032"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/10/2019, Wofford,W 78-65 ,"3,593"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/14/2019, Colorado,L 57-74 ,"1,759"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/17/2019, Milwaukee,W 71-40 ,"3,668"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/26/2019, Eastern Ill.,W 63-55 ,"3,564"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/29/2019, Ball St.,W 67-56 ,200
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,11/30/2019, Arkansas,L 64-68 ,350
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,12/05/2019, Georgia Tech,L 41-60 ,"1,016"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,12/08/2019, North Dakota St.,W 64-63 ,955
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,12/12/2019, Alabama St.,W 85-67 ,"3,360"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,12/20/2019, Prairie View,W 68-42 ,"3,404"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,12/28/2019, Rutgers,L 61-64 ,"4,320"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,12/31/2019, Purdue,L 61-72 ,"6,080"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/04/2020, Penn St.,W 71-65 ,"5,078"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/09/2020, Nebraska,L 50-65 ,"3,954"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/12/2020, Michigan St.,L 52-69 ,"6,174"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/16/2020, Michigan,L 56-68 ,"3,191"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/19/2020, Iowa,L 78-85 ,"6,460"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/22/2020, Minnesota,W 72-62 ,"3,619"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/25/2020, Nebraska,L 71-72 ,"3,191"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,01/30/2020, Indiana,L 65-75 (1 OT),"3,576"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/02/2020, Illinois,W 73-64 ,"2,388"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/06/2020, Minnesota,L 64-73 ,"3,581"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/09/2020, Ohio St.,L 74-82 ,"6,075"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/13/2020, Purdue,L 59-62 ,"3,799"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/16/2020, Iowa,L 71-97 ,"9,506"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/19/2020, Maryland,L 56-85 ,"3,878"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/22/2020, Northwestern,L 66-82 ,"4,172"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,02/27/2020, Rutgers,L 43-63 ,"1,471"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,03/04/2020,#13 Illinois,W 71-55 ,"3,793"
Wisconsin Badgers,2019-20,Women's Basketball,Jonathan Tsipis,03/05/2020,#5 Rutgers,L 55-63 ,"4,158"
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,08/23/2019, South Carolina St.,W 5-1 ,0
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,08/25/2019, Charleston So.,L 0-3 ,0
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,08/31/2019, Winthrop,W 3-2 ,0
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/06/2019, Presbyterian,W 1-0 ,167
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/08/2019, Radford,L 1-2 ,145
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/15/2019, Campbell,L 0-4 ,195
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/18/2019, USC Upstate,L 1-2 ,300
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/22/2019, Appalachian St.,L 0-3 ,376
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/27/2019, Chattanooga,L 0-3 ,303
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,09/29/2019, Samford,L 0-1 ,221
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/04/2019, VMI,W 2-1 ,182
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/06/2019, UNC Greensboro,L 0-1 ,192
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/11/2019, Western Caro.,L 0-1 ,143
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/13/2019, ETSU,W 1-0 ,132
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/18/2019, Furman,L 0-2 ,502
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/25/2019, Mercer,L 0-2 ,302
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/27/2019, The Citadel,W 1-0 ,182
Wofford Terriers,2019-20,Women's Soccer,Emily Grant,10/30/2019,#10 VMI,W 2-1 ,104
