year,team,coach,sport,Jersey,Player,Yr,Pos,GP,GS,Games,Goals,Assists,Points,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,GAA,Saves,SV Pct,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
2019-20,Tennessee Tech Golden Eagles,Steve Springthorpe,Women's Soccer,16,"Carlevato, Emily",Fr,D,2,,2,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,32,"Neal, Maya",Sr,D,17,,,,1.00,1.00,2,11,,4,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,32,"Neal, Maya",Sr,D,17,,,,1.00,1.00,2,11,,4,,,,,,,,,,,,,,,,,
2019-20,Tennessee Tech Golden Eagles,Steve Springthorpe,Women's Soccer,7,"Toler, Eva",Fr,D,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Tech Golden Eagles,Steve Springthorpe,Women's Soccer,7,"Toler, Eva",Fr,D,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,10,"Ouchene Salón, Sonia",Fr,M,17,,,2,2.00,6.00,23,13,,,,,,,,,,,,,,,,,,,1
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,10,"Ouchene Salón, Sonia",Fr,M,17,,,2,2.00,6.00,23,13,,,,,,,,,,,,,,,,,,,1
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,8,"Katz, Tara",Fr,M,17,,,,,0.00,5,8,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,8,"Katz, Tara",Fr,M,17,,,,,0.00,5,8,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,28,"Johnson, Gabriela",So,F,19,,,3,4.00,10.00,41,10,,1,,,,,,,,,,,,,,,,,2
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,28,"Johnson, Gabriela",So,F,19,,,3,4.00,10.00,41,10,,1,,,,,,,,,,,,,,,,,2
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,19,"Ostrom, Mackenzie",So,D,17,,,,,0.00,1,5,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,19,"Ostrom, Mackenzie",So,D,17,,,,,0.00,1,5,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,12,"Dupree, Djavo",Jr,D,19,,,,,0.00,7,10,,1,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,12,"Dupree, Djavo",Jr,D,19,,,,,0.00,7,10,,1,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,23,"McIlvenna, Collee",Fr,F,16,,,,2.00,2.00,10,8,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,23,"McIlvenna, Collee",Fr,F,16,,,,2.00,2.00,10,8,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,2,"Druehl, Natalie",Jr,D,19,,,,,0.00,11,9,,,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,2,"Druehl, Natalie",Jr,D,19,,,,,0.00,11,9,,,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,17,"Thompson, Amy",So,F,16,,,,2.00,2.00,13,6,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,17,"Thompson, Amy",So,F,16,,,,2.00,2.00,13,6,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,5,"Dolan, Julia",Jr,M,19,,,,1.00,1.00,8,12,,1,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,5,"Dolan, Julia",Jr,M,19,,,,1.00,1.00,8,12,,1,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,4,"Nelson, Maria",Fr,D,16,,,,1.00,1.00,,6,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,4,"Nelson, Maria",Fr,D,16,,,,1.00,1.00,,6,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,11,"DiGenova, Marissa",Jr,D,19,,,1,2.00,4.00,33,18,,2,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,11,"DiGenova, Marissa",Jr,D,19,,,1,2.00,4.00,33,18,,2,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,3,"Burdette, Abbey",So,D,14,,,,,0.00,3,7,,1,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,3,"Burdette, Abbey",So,D,14,,,,,0.00,3,7,,1,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,0,"Basileo, Morga",Sr,GK,19,,,,,0.00,,,,,,9,8,1734:09,24,1.246,124,0.838,5,1,3,8,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,0,"Basileo, Morga",Sr,GK,19,,,,,0.00,,,,,,9,8,1734:09,24,1.246,124,0.838,5,1,3,8,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,22,"Cousins, Katie",Sr,M,14,,,1,4.00,6.00,12,5,,,,,,,,,,,,,,,,,,,1
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,22,"Cousins, Katie",Sr,M,14,,,1,4.00,6.00,12,5,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,19,"Morocco, Morga",Sr,F,18,,,1,2.00,4.00,10,22,,3,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,19,"Morocco, Morga",Sr,F,18,,,1,2.00,4.00,10,22,,3,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,1,"Romig, Lindsey",Fr,GK,14,,,,,0.00,,,,1,,,,1094:42,7,0.575,42,0.857,6,2,5,3,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,1,"Romig, Lindsey",Fr,GK,14,,,,,0.00,,,,1,,,,1094:42,7,0.575,42,0.857,6,2,5,3,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,3,"Waghorne, KJ",Sr,D,17,,,,,0.00,4,,,,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,3,"Waghorne, KJ",Sr,D,17,,,,,0.00,4,,,,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,15,"French, Wrenne",Jr,D,11,,,1,,2.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,15,"French, Wrenne",Jr,D,11,,,1,,2.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,10,"Sorrentino, Bella",Jr,M,17,,,1,,2.00,4,7,,2,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,10,"Sorrentino, Bella",Jr,M,17,,,1,,2.00,4,7,,2,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,21,"Donley, Alicia",Fr,F,11,,,3,1.00,7.00,13,6,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,21,"Donley, Alicia",Fr,F,11,,,3,1.00,7.00,13,6,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,16,"Keitel, Emily",Sr,D,16,,,,1.00,1.00,4,1,,,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,16,"Keitel, Emily",Sr,D,16,,,,1.00,1.00,4,1,,,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,0,"Pogany, Charli",So,GK,10,,,,,0.00,,,,,,2,2,619:06,10,1.454,22,0.688,4,2,4,3,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,0,"Pogany, Charli",So,GK,10,,,,,0.00,,,,,,2,2,619:06,10,1.454,22,0.688,4,2,4,3,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,27,"Daniels, Arryana",Jr,D,16,,,,,0.00,3,6,,1,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,27,"Daniels, Arryana",Jr,D,16,,,,,0.00,3,6,,1,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,12,"Dipasupil, Claudia",Fr,M,10,,,1,,2.00,4,,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,12,"Dipasupil, Claudia",Fr,M,10,,,1,,2.00,4,,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,23,"Gutowski, Hailey",So,M,16,,,7,2.00,16.00,30,5,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,23,"Gutowski, Hailey",So,M,16,,,7,2.00,16.00,30,5,,,,,,,,,,,,,,,,,,,1
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,24,"Jordan, Salera",Sr,F,9,,,1,,2.00,9,3,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,24,"Jordan, Salera",Sr,F,9,,,1,,2.00,9,3,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,18,"Tobin, Molly",Sr,M,15,,,,,0.00,1,2,,,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,18,"Tobin, Molly",Sr,M,15,,,,,0.00,1,2,,,,,,,0,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,14,"Cytron, Hadley",Fr,M,6,,,,,0.00,3,2,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,14,"Cytron, Hadley",Fr,M,6,,,,,0.00,3,2,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,8,"Alexander, Hannah",Sr,F,13,,,,,0.00,3,5,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,8,"Alexander, Hannah",Sr,F,13,,,,,0.00,3,5,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,13,"Herman, Bridie",Fr,D,5,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,13,"Herman, Bridie",Fr,D,5,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,9,"Dragoni, Gianna",Fr,F,11,,,,,0.00,4,3,,2,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,9,"Dragoni, Gianna",Fr,F,11,,,,,0.00,4,3,,2,,,,,,,,,,,,,,,,,
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,5,"Gilroy, Eri",Jr,F,5,,,1,,2.00,4,,,,,,,,,,,,,,,,,,,,1
2019-20,Tennessee Volunteers,Brian Pensky,Women's Soccer,5,"Gilroy, Eri",Jr,F,5,,,1,,2.00,4,,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,20,"Bee, Madiso",Fr,F,11,,,2,,4.00,5,2,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,20,"Bee, Madiso",Fr,F,11,,,2,,4.00,5,2,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,4,"Wilkins, Emma",Jr,F,9,,,2,1.00,5.00,14,5,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,4,"Wilkins, Emma",Jr,F,9,,,2,1.00,5.00,14,5,,,,,,,,,,,,,,,,,,,1
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,24,"Byerley, Mary",Fr,M,8,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,24,"Byerley, Mary",Fr,M,8,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,17,"Feite, Toni",Sr,M,3,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,17,"Feite, Toni",Sr,M,3,,,,,0.00,1,,,,,,,,0,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,7,"Cutcliff, Erin",So,D,1,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,7,"Cutcliff, Erin",So,D,1,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,1,"Skelton, Cassy",Sr,GK,1,,,,,0.00,,,,,,1,1,80:26,0,0.000,3,1.000,,1,1,,,,,,
2019-20,Temple Owls,Seamus O'Connor,Women's Soccer,1,"Skelton, Cassy",Sr,GK,1,,,,,0.00,,,,,,1,1,80:26,0,0.000,3,1.000,,1,1,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,7,"Bennett, Taylor",Sr,,16,,,2,,4.00,12,10,,2,,,,,0,,,,,,,,,,2,2,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,7,"Bennett, Taylor",Sr,,16,,,2,,4.00,12,10,,2,,,,,0,,,,,,,,,,2,2,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,25,"Brenner, Kailey",Fr,M,16,,,,,0.00,1,9,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,25,"Brenner, Kailey",Fr,M,16,,,,,0.00,1,9,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,13,"Aviza, Shanno",Jr,,16,,,1,2.00,4.00,14,10,,3,,,,,,,,,,,,,,,,,1
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,13,"Aviza, Shanno",Jr,,16,,,1,2.00,4.00,14,10,,3,,,,,,,,,,,,,,,,,1
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,23,"Brown, Clarke",Jr,,16,,,,,0.00,2,4,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,23,"Brown, Clarke",Jr,,16,,,,,0.00,2,4,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,22,"Proulx, Lysianne",Jr,,16,,,,,0.00,,,,,,4,4,1491:06,27,1.630,83,0.755,4,,3,10,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,22,"Proulx, Lysianne",Jr,,16,,,,,0.00,,,,,,4,4,1491:06,27,1.630,83,0.755,4,,3,10,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,24,"Root, Megha",So,,16,,,3,1.00,7.00,25,15,,1,,,,,,,,,,,,,,,,,1
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,24,"Root, Megha",So,,16,,,3,1.00,7.00,25,15,,1,,,,,,,,,,,,,,,,,1
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,17,"Vlachos, Mackenzie",Jr,,15,,,,1.00,1.00,11,22,,3,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,17,"Vlachos, Mackenzie",Jr,,15,,,,1.00,1.00,11,22,,3,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,6,"Coonan, Kailee",Jr,,15,,,1,,2.00,6,8,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,6,"Coonan, Kailee",Jr,,15,,,1,,2.00,6,8,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,5,"Fischetti, Marisa",So,,15,,,1,,2.00,12,8,,1,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,5,"Fischetti, Marisa",So,,15,,,1,,2.00,12,8,,1,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,20,"deLaforcade, Stephanie",Jr,,14,,,1,1.00,3.00,5,3,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,20,"deLaforcade, Stephanie",Jr,,14,,,1,1.00,3.00,5,3,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,9,"Allen, Georgia",Sr,,12,,,,,0.00,12,4,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,9,"Allen, Georgia",Sr,,12,,,,,0.00,12,4,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,3,"Brackett, Sydney",Sr,F,11,,,2,,4.00,24,6,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,3,"Brackett, Sydney",Sr,F,11,,,2,,4.00,24,6,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,11,"Tivnan, Jenna",So,,10,,,,,0.00,2,11,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,11,"Tivnan, Jenna",So,,10,,,,,0.00,2,11,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,26,"Jackson, Teri",Fr,M,9,,,,1.00,1.00,6,2,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,26,"Jackson, Teri",Fr,M,9,,,,1.00,1.00,6,2,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,14,"Panaggio, Alexandra",Fr,F,8,,,,,0.00,10,5,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,14,"Panaggio, Alexandra",Fr,F,8,,,,,0.00,10,5,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,17,"Brian, Gracie",Fr,M,22,,,9,4.00,22.00,57,17,,1,,,,,,,,,,,,,,,,,5
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,17,"Brian, Gracie",Fr,M,22,,,9,4.00,22.00,57,17,,1,,,,,,,,,,,,,,,,,5
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,16,"Ness, Laurel",So,,5,,,1,,2.00,6,3,,,,,,,,,,,,,,,,,,,1
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,16,"Ness, Laurel",So,,5,,,1,,2.00,6,3,,,,,,,,,,,,,,,,,,,1
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,9,"Collins, Grace",Fr,F,22,,,3,8.00,14.00,51,16,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,9,"Collins, Grace",Fr,F,22,,,3,8.00,14.00,51,16,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,7,"Petri, Paula",Fr,M,21,,,1,6.00,8.00,25,22,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,7,"Petri, Paula",Fr,M,21,,,1,6.00,8.00,25,22,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,19,"Ebangwese, Santita",N/A,GK,4,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,19,"Ebangwese, Santita",N/A,GK,4,,,,,0.00,,3,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,15,"Peterson, Brandi",So,D,22,,,,,0.00,,4,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,15,"Peterson, Brandi",So,D,22,,,,,0.00,,4,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,24,"Manner, Sofia",Jr,GK,21,,,,,0.00,1,,,,,7,7,1740:34,22,1.138,90,0.804,8,,12,5,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,24,"Manner, Sofia",Jr,GK,21,,,,,0.00,1,,,,,7,7,1740:34,22,1.138,90,0.804,8,,12,5,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,15,"Villoresi, Gianna",Fr,F,2,,,,,0.00,,3,,2,,,,,,,,,,,,,,,,,
2019-20,Syracuse Orange,Nicky Adams,Women's Soccer,15,"Villoresi, Gianna",Fr,F,2,,,,,0.00,,3,,2,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,11,"Bright, Messiah",So,F,22,,,12,6.00,30.00,94,19,1,1,,,,,0,,,,,,,,,,,1,3
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,11,"Bright, Messiah",So,F,22,,,12,6.00,30.00,94,19,1,1,,,,,0,,,,,,,,,,,1,3
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,10,"Kauka, Tatum",So,F,21,,,,1.00,1.00,6,8,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,10,"Kauka, Tatum",So,F,21,,,,1.00,1.00,6,8,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,16,"Smith, Tara",Sr,M,21,,,2,6.00,10.00,13,11,,,,,,,,,,,,,,,,,,,1
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,16,"Smith, Tara",Sr,M,21,,,2,6.00,10.00,13,11,,,,,,,,,,,,,,,,,,,1
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,15,"Lee, Francesca",Sr,D,21,,,1,,2.00,3,7,,1,,,,,,,,,,,,,,,,,1
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,15,"Lee, Francesca",Sr,D,21,,,1,,2.00,3,7,,1,,,,,,,,,,,,,,,,,1
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,0,"Alvarado, Emily",Jr,GK,21,,,,,0.00,,,,,,9,9,1814:55,22,1.091,86,0.796,7,1,10,7,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,0,"Alvarado, Emily",Jr,GK,21,,,,,0.00,,,,,,9,9,1814:55,22,1.091,86,0.796,7,1,10,7,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,5,"von Drigalski, Catharina",Fr,D,21,,,,2.00,2.00,15,7,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,5,"von Drigalski, Catharina",Fr,D,21,,,,2.00,2.00,15,7,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,2,"Ryan, Yazmee",Jr,M,21,,,5,9.00,19.00,53,8,,5,,,,,0,,,,,,,,,,2,2,2
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,2,"Ryan, Yazmee",Jr,M,21,,,5,9.00,19.00,53,8,,5,,,,,0,,,,,,,,,,2,2,2
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,6,"Chavkin, Kimmy",Jr,D,21,,,,2.00,2.00,10,14,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,6,"Chavkin, Kimmy",Jr,D,21,,,,2.00,2.00,10,14,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,4,"Hubbard, Chayly",So,D,21,,,,1.00,1.00,4,5,,,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,4,"Hubbard, Chayly",So,D,21,,,,1.00,1.00,4,5,,,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,9,"Rome, Chase",Jr,M,21,,,1,,2.00,21,21,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,9,"Rome, Chase",Jr,M,21,,,1,,2.00,21,21,,1,,,,,,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,17,"Ross, Jorda",So,,17,,,,,0.00,9,3,,,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,17,"Ross, Jorda",So,,17,,,,,0.00,9,3,,,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,13,"Crews, Payto",So,M,20,,,,1.00,1.00,16,7,,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,13,"Crews, Payto",So,M,20,,,,1.00,1.00,16,7,,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,12,"DePonte, Chelsie",Jr,M,21,,,4,5.00,13.00,25,13,,,,,,,,,,,,,,,,,,,2
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,12,"DePonte, Chelsie",Jr,M,21,,,4,5.00,13.00,25,13,,,,,,,,,,,,,,,,,,,2
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,23,"Hackett, Ellie",Sr,,17,,,,,0.00,4,8,,1,,,,,0,,,,,,,,,,,,
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,23,"Hackett, Ellie",Sr,,17,,,,,0.00,4,8,,1,,,,,0,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,12,"Slater, Michelle",Fr,M,20,,,1,,2.00,11,10,1,1,,,,,,,,,,,,,,,,,
2019-20,TCU Horned Frogs,Eric Bell,Women's Soccer,12,"Slater, Michelle",Fr,M,20,,,1,,2.00,11,10,1,1,,,,,,,,,,,,,,,,,
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,29,"Gotesson, Fanny",Jr,F,21,,,7,6.00,20.00,46,10,,,,,,,,,,,,,,,,,,,3
2019-20,Stony Brook Seawolves,Tobi Bischof,Women's Soccer,29,"Gotesson, Fanny",Jr,F,21,,,7,6.00,20.00,46,10,,,,,,,,,,,,,,,,,,,3
2019-20,Stetson Hatters,Chris Bergmann,Women's Soccer,4,"McRae, Eri",So,,17,,,,1.00,1.00,33,8,,1,,,,,0,,,,,,,,,,,,
